seed,control_rmse,control_mae,control_r2,catalyzed_rmse,catalyzed_mae,catalyzed_r2,overall_rmse,overall_mae,overall_r2,max_ordering_violation_control_minus_cat,best_eval_loss
101,5.568366835663832,4.285643663831305,0.7524948958784934,5.713103152702634,4.20047814725506,0.8220353101579427,5.634847157528657,4.246796768074879,0.807178163602572,0.0,7.817288317680359
211,7.522169500480564,5.786565611942478,0.5483367930988312,7.3372588979818705,5.7395610439838896,0.7064666857377455,7.438395654764249,5.7651252259157175,0.663991329741701,0.0,9.980063018798829
